2609	115.454606000			
2619	115.519612000			
2621	115.521173000			
2627	115.582707000			
2629	115.584285000			
2631	115.646867000			
2633	115.648103000			
2641	115.710582000			
2643	115.712327000			
2645	115.775192000			
2647	115.776500000			
2653	115.838107000			
2655	115.839670000			
2657	115.902062000			
2659	115.903624000			
2661	115.966816000			
2663	115.968497000			
2669	116.031249000			
2671	116.032849000			
2673	116.094925000			
2675	116.096586000			
2681	116.158844000			
2683	116.160442000			
2689	116.223296000			
2691	116.224998000			
2693	116.287404000			
2695	116.289021000			
2701	116.351336000			
2703	116.352879000			
2705	116.414542000			
2707	116.416057000			
2709	116.477381000			
2711	116.479025000			
2713	116.543104000			
2715	116.605338000			
2717	116.670542000			
2719	116.733301000			
2725	116.798658000			
2727	116.862972000			
2737	116.926299000			
2739	116.927681000			
2741	116.989313000			
2743	116.990682000			
2749	117.053468000			
2751	117.054849000			
2757	117.117535000			
2759	117.119117000			
2765	117.182770000			
2767	117.184402000			
2769	117.246301000			
2771	117.247891000			
2773	117.311572000			
2775	117.313250000			
2781	117.374210000			
2783	117.375810000			
2789	117.439171000			
2791	117.440818000			
2797	117.502817000			
2799	117.504209000			
2801	117.566382000			
2803	117.567583000			
2809	117.630835000			
2811	117.632162000			
2817	117.694777000			
2819	117.696216000			
2825	117.758310000			
2827	117.759819000			
2829	117.823475000			
2831	117.824887000			
2833	117.886501000			
2839	117.951266000			
2841	117.952809000			
2847	118.015717000			
2849	118.077405000			
2851	118.142614000			
2853	118.144251000			
2855	118.205300000			
2857	118.206925000			
2863	118.270431000			
2865	118.333517000			
2867	118.334810000			
2873	118.397710000			
2875	118.463170000			
2877	118.526917000			
2879	118.527833000			
2881	118.589731000			
2883	118.654671000			
2885	118.655952000			
2887	118.718558000			
2889	118.719641000			
2891	118.782724000			
2893	118.783877000			
2895	118.845896000			
2897	118.846943000			
2899	118.911511000			
2901	118.912477000			
2903	118.974399000			
2905	118.975902000			
2907	119.039501000			
2909	119.041111000			
2911	119.103064000			
2913	119.105088000			
2915	119.167225000			
2917	119.168868000			
2919	119.230583000			
2921	119.231938000			
2923	119.294558000			
2925	119.295512000			
2927	119.358772000			
